PROJECT	FILE	LINE NUMBER	HANDLER ID	HANDLED EXCEPTION	EXCEPTION TYPE	EXCEPTION ORIGIN	AUTOCOMPLETE	EMPTY
facebook rebound	D:\Desenvolvimento\Projetos Github\running\facebook rebound\rebound-android-playground\src\main\java\com\facebook\rebound\playground\app\PlaygroundActivity.java	105	2	java.lang.reflect.InvocationTargetException	Checked	Java	true	false
facebook rebound	D:\Desenvolvimento\Projetos Github\running\facebook rebound\rebound-android-playground\src\main\java\com\facebook\rebound\playground\app\PlaygroundActivity.java	107	3	java.lang.InstantiationException	Checked	Java	true	false
facebook rebound	D:\Desenvolvimento\Projetos Github\running\facebook rebound\rebound-android-playground\src\main\java\com\facebook\rebound\playground\app\PlaygroundActivity.java	109	4	java.lang.IllegalAccessException	Checked	Java	true	false
florent37 MaterialViewPager	D:\Desenvolvimento\Projetos Github\running\florent37 MaterialViewPager\materialviewpager\src\main\java\com\github\florent37\materialviewpager\MaterialViewPagerSettings.java	162	1	java.lang.Exception	Checked	Java	true	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\library-core\src\main\java\it\gmariotti\cardslib\library\view\CardView.java	368	1	java.lang.Exception	Checked	Java	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\library-core\src\main\java\it\gmariotti\cardslib\library\view\component\CardThumbnailView.java	364	2	java.io.IOException	Checked	Java	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\library-core\src\main\java\it\gmariotti\cardslib\library\utils\BitmapUtils.java	66	3	java.io.IOException	Checked	Java	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\library-core\src\main\java\it\gmariotti\cardslib\library\prototypes\LinearListView.java	367	4	java.lang.ClassCastException	Unchecked	Java	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\stock\src\main\java\it\gmariotti\cardslib\demo\Utils.java	80	5	android.content.pm.PackageManager.NameNotFoundException	Checked	Android	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\stock\src\main\java\it\gmariotti\cardslib\demo\iabutils\IabHelper.java	256	6	android.os.RemoteException	Checked	Android	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\stock\src\main\java\it\gmariotti\cardslib\demo\iabutils\IabHelper.java	414	7	android.content.IntentSender.SendIntentException	Checked	Android	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\stock\src\main\java\it\gmariotti\cardslib\demo\iabutils\IabHelper.java	422	8	android.os.RemoteException	Checked	Android	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\stock\src\main\java\it\gmariotti\cardslib\demo\iabutils\IabHelper.java	430	9	java.lang.NullPointerException	Unchecked	Java	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\stock\src\main\java\it\gmariotti\cardslib\demo\iabutils\IabHelper.java	499	10	org.json.JSONException	Checked	Library	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\stock\src\main\java\it\gmariotti\cardslib\demo\iabutils\IabHelper.java	585	11	android.os.RemoteException	Checked	Android	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\stock\src\main\java\it\gmariotti\cardslib\demo\iabutils\IabHelper.java	588	12	org.json.JSONException	Checked	Library	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\stock\src\main\java\it\gmariotti\cardslib\demo\iabutils\IabHelper.java	591	13	java.lang.NullPointerException	Unchecked	Java	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\stock\src\main\java\it\gmariotti\cardslib\demo\iabutils\IabHelper.java	634	14	it.gmariotti.cardslib.demo.iabutils.IabException	Checked	System	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\stock\src\main\java\it\gmariotti\cardslib\demo\iabutils\IabHelper.java	699	15	android.os.RemoteException	Checked	Android	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\stock\src\main\java\it\gmariotti\cardslib\demo\iabutils\IabHelper.java	702	16	java.lang.NullPointerException	Unchecked	Java	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\stock\src\main\java\it\gmariotti\cardslib\demo\iabutils\IabHelper.java	999	17	it.gmariotti.cardslib.demo.iabutils.IabException	Checked	System	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\stock\src\main\java\it\gmariotti\cardslib\demo\iabutils\IabUtil.java	222	18	java.lang.IllegalStateException	Unchecked	Java	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\stock\src\main\java\it\gmariotti\cardslib\demo\iabutils\IabUtil.java	224	19	java.lang.NullPointerException	Unchecked	Java	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\stock\src\main\java\it\gmariotti\cardslib\demo\iabutils\Security.java	84	20	java.security.NoSuchAlgorithmException	Checked	Java	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\stock\src\main\java\it\gmariotti\cardslib\demo\iabutils\Security.java	86	21	java.security.spec.InvalidKeySpecException	Checked	Java	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\stock\src\main\java\it\gmariotti\cardslib\demo\iabutils\Security.java	89	22	it.gmariotti.cardslib.demo.iabutils.Base64DecoderException	Checked	System	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\stock\src\main\java\it\gmariotti\cardslib\demo\iabutils\Security.java	115	23	java.security.NoSuchAlgorithmException	Checked	Java	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\stock\src\main\java\it\gmariotti\cardslib\demo\iabutils\Security.java	117	24	java.security.InvalidKeyException	Checked	Java	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\stock\src\main\java\it\gmariotti\cardslib\demo\iabutils\Security.java	119	25	java.security.SignatureException	Checked	Java	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\stock\src\main\java\it\gmariotti\cardslib\demo\iabutils\Security.java	121	26	it.gmariotti.cardslib.demo.iabutils.Base64DecoderException	Checked	System	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\stock\src\main\java\it\gmariotti\cardslib\demo\fragment\NativeDashFragment.java	285	27	java.lang.Exception	Checked	Java	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\stock\src\main\java\it\gmariotti\cardslib\demo\fragment\NativeDashFragment.java	300	28	java.lang.Exception	Checked	Java	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\stock\src\main\java\it\gmariotti\cardslib\demo\fragment\nativeview\NativeMaterialCardFragment.java	229	29	java.lang.InterruptedException	Checked	Java	true	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\extras\src\main\java\it\gmariotti\cardslib\demo\extras\Utils.java	81	30	android.content.pm.PackageManager.NameNotFoundException	Checked	Android	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\extras\src\main\java\it\gmariotti\cardslib\demo\extras\staggered\data\MockImageLoader.java	69	31	java.lang.Exception	Checked	Java	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\extras\src\main\java\it\gmariotti\cardslib\demo\extras\iabutils\IabHelper.java	256	32	android.os.RemoteException	Checked	Android	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\extras\src\main\java\it\gmariotti\cardslib\demo\extras\iabutils\IabHelper.java	415	33	android.content.IntentSender.SendIntentException	Checked	Android	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\extras\src\main\java\it\gmariotti\cardslib\demo\extras\iabutils\IabHelper.java	423	34	android.os.RemoteException	Checked	Android	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\extras\src\main\java\it\gmariotti\cardslib\demo\extras\iabutils\IabHelper.java	431	35	java.lang.NullPointerException	Unchecked	Java	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\extras\src\main\java\it\gmariotti\cardslib\demo\extras\iabutils\IabHelper.java	500	36	org.json.JSONException	Checked	Library	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\extras\src\main\java\it\gmariotti\cardslib\demo\extras\iabutils\IabHelper.java	586	37	android.os.RemoteException	Checked	Android	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\extras\src\main\java\it\gmariotti\cardslib\demo\extras\iabutils\IabHelper.java	589	38	org.json.JSONException	Checked	Library	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\extras\src\main\java\it\gmariotti\cardslib\demo\extras\iabutils\IabHelper.java	592	39	java.lang.NullPointerException	Unchecked	Java	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\extras\src\main\java\it\gmariotti\cardslib\demo\extras\iabutils\IabHelper.java	635	40	it.gmariotti.cardslib.demo.extras.iabutils.IabException	Checked	System	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\extras\src\main\java\it\gmariotti\cardslib\demo\extras\iabutils\IabHelper.java	700	41	android.os.RemoteException	Checked	Android	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\extras\src\main\java\it\gmariotti\cardslib\demo\extras\iabutils\IabHelper.java	703	42	java.lang.NullPointerException	Unchecked	Java	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\extras\src\main\java\it\gmariotti\cardslib\demo\extras\iabutils\IabHelper.java	999	43	it.gmariotti.cardslib.demo.extras.iabutils.IabException	Checked	System	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\extras\src\main\java\it\gmariotti\cardslib\demo\extras\iabutils\IabUtil.java	224	44	java.lang.IllegalStateException	Unchecked	Java	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\extras\src\main\java\it\gmariotti\cardslib\demo\extras\iabutils\IabUtil.java	226	45	java.lang.NullPointerException	Unchecked	Java	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\extras\src\main\java\it\gmariotti\cardslib\demo\extras\iabutils\Security.java	84	46	java.security.NoSuchAlgorithmException	Checked	Java	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\extras\src\main\java\it\gmariotti\cardslib\demo\extras\iabutils\Security.java	86	47	java.security.spec.InvalidKeySpecException	Checked	Java	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\extras\src\main\java\it\gmariotti\cardslib\demo\extras\iabutils\Security.java	89	48	it.gmariotti.cardslib.demo.extras.iabutils.Base64DecoderException	Checked	System	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\extras\src\main\java\it\gmariotti\cardslib\demo\extras\iabutils\Security.java	115	49	java.security.NoSuchAlgorithmException	Checked	Java	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\extras\src\main\java\it\gmariotti\cardslib\demo\extras\iabutils\Security.java	117	50	java.security.InvalidKeyException	Checked	Java	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\extras\src\main\java\it\gmariotti\cardslib\demo\extras\iabutils\Security.java	119	51	java.security.SignatureException	Checked	Java	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\extras\src\main\java\it\gmariotti\cardslib\demo\extras\iabutils\Security.java	121	52	it.gmariotti.cardslib.demo.extras.iabutils.Base64DecoderException	Checked	System	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\extras\src\main\java\it\gmariotti\cardslib\demo\extras\fragment\CardWithListFragment.java	87	53	java.lang.Throwable	Checked	Java	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\extras\src\main\java\it\gmariotti\cardslib\demo\extras\fragment\NativeDashFragment.java	267	54	java.lang.Exception	Checked	Java	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\extras\src\main\java\it\gmariotti\cardslib\demo\extras\fragment\NativeDashFragment.java	282	55	java.lang.Exception	Checked	Java	false	false
gabrielemariotti cardslib	D:\Desenvolvimento\Projetos Github\running\gabrielemariotti cardslib\demo\extras\src\main\java\it\gmariotti\cardslib\demo\extras\fragment\nativeview\GoogleProgressFragment.java	126	56	java.lang.InterruptedException	Checked	Java	true	false
hdodenhof CircleImageView	D:\Desenvolvimento\Projetos Github\running\hdodenhof CircleImageView\circleimageview\src\main\java\de\hdodenhof\circleimageview\CircleImageView.java	344	1	java.lang.Exception	Checked	Java	false	false
hongyangAndroid AndroidAutoLayout	D:\Desenvolvimento\Projetos Github\running\hongyangAndroid AndroidAutoLayout\autolayout\src\main\java\com\zhy\autolayout\utils\AutoLayoutHelper.java	165	1	java.lang.Exception	Checked	Java	false	false
hongyangAndroid AndroidAutoLayout	D:\Desenvolvimento\Projetos Github\running\hongyangAndroid AndroidAutoLayout\autolayout\src\main\java\com\zhy\autolayout\utils\ScreenUtils.java	28	2	android.content.res.Resources.NotFoundException	Unchecked	Android	true	false
hongyangAndroid AndroidAutoLayout	D:\Desenvolvimento\Projetos Github\running\hongyangAndroid AndroidAutoLayout\autolayout\src\main\java\com\zhy\autolayout\utils\ScreenUtils.java	63	3	java.lang.Exception	Checked	Java	false	true
hongyangAndroid AndroidAutoLayout	D:\Desenvolvimento\Projetos Github\running\hongyangAndroid AndroidAutoLayout\autolayout\src\main\java\com\zhy\autolayout\utils\ScreenUtils.java	74	4	java.lang.Exception	Checked	Java	false	true
hongyangAndroid AndroidAutoLayout	D:\Desenvolvimento\Projetos Github\running\hongyangAndroid AndroidAutoLayout\autolayout\src\main\java\com\zhy\autolayout\config\AutoLayoutConifg.java	101	5	android.content.pm.PackageManager.NameNotFoundException	Checked	Android	false	false
hongyangAndroid AndroidAutoLayout	D:\Desenvolvimento\Projetos Github\running\hongyangAndroid AndroidAutoLayout\autolayout\src\main\java\com\zhy\autolayout\attr\MaxHeightAttr.java	36	6	java.lang.Exception	Checked	Java	false	true
hongyangAndroid AndroidAutoLayout	D:\Desenvolvimento\Projetos Github\running\hongyangAndroid AndroidAutoLayout\autolayout\src\main\java\com\zhy\autolayout\attr\MaxHeightAttr.java	65	7	java.lang.Exception	Checked	Java	false	true
hongyangAndroid AndroidAutoLayout	D:\Desenvolvimento\Projetos Github\running\hongyangAndroid AndroidAutoLayout\autolayout\src\main\java\com\zhy\autolayout\attr\MaxWidthAttr.java	36	8	java.lang.Exception	Checked	Java	false	true
hongyangAndroid AndroidAutoLayout	D:\Desenvolvimento\Projetos Github\running\hongyangAndroid AndroidAutoLayout\autolayout\src\main\java\com\zhy\autolayout\attr\MaxWidthAttr.java	65	9	java.lang.Exception	Checked	Java	false	true
hongyangAndroid AndroidAutoLayout	D:\Desenvolvimento\Projetos Github\running\hongyangAndroid AndroidAutoLayout\autolayout\src\main\java\com\zhy\autolayout\attr\MinHeightAttr.java	38	10	java.lang.Exception	Checked	Java	false	true
hongyangAndroid AndroidAutoLayout	D:\Desenvolvimento\Projetos Github\running\hongyangAndroid AndroidAutoLayout\autolayout\src\main\java\com\zhy\autolayout\attr\MinHeightAttr.java	73	11	java.lang.Exception	Checked	Java	false	true
hongyangAndroid AndroidAutoLayout	D:\Desenvolvimento\Projetos Github\running\hongyangAndroid AndroidAutoLayout\autolayout\src\main\java\com\zhy\autolayout\attr\MinWidthAttr.java	37	12	java.lang.Exception	Checked	Java	false	true
hongyangAndroid AndroidAutoLayout	D:\Desenvolvimento\Projetos Github\running\hongyangAndroid AndroidAutoLayout\autolayout\src\main\java\com\zhy\autolayout\attr\MinWidthAttr.java	53	13	java.lang.Exception	Checked	Java	false	true
hongyangAndroid okhttputils	D:\Desenvolvimento\Projetos Github\running\hongyangAndroid okhttputils\okhttputils\src\main\java\com\zhy\http\okhttp\OkHttpUtils.java	149	1	java.lang.Exception	Checked	Java	false	false
hongyangAndroid okhttputils	D:\Desenvolvimento\Projetos Github\running\hongyangAndroid okhttputils\okhttputils\src\main\java\com\zhy\http\okhttp\utils\ImageUtils.java	190	2	java.lang.Exception	Checked	Java	false	true
hongyangAndroid okhttputils	D:\Desenvolvimento\Projetos Github\running\hongyangAndroid okhttputils\okhttputils\src\main\java\com\zhy\http\okhttp\utils\Platform.java	44	3	java.lang.ClassNotFoundException	Checked	Java	false	true
hongyangAndroid okhttputils	D:\Desenvolvimento\Projetos Github\running\hongyangAndroid okhttputils\okhttputils\src\main\java\com\zhy\http\okhttp\request\PostFormRequest.java	96	4	java.io.UnsupportedEncodingException	Checked	Java	true	false
hongyangAndroid okhttputils	D:\Desenvolvimento\Projetos Github\running\hongyangAndroid okhttputils\okhttputils\src\main\java\com\zhy\http\okhttp\https\HttpsUtils.java	55	5	java.security.NoSuchAlgorithmException	Checked	Java	false	false
hongyangAndroid okhttputils	D:\Desenvolvimento\Projetos Github\running\hongyangAndroid okhttputils\okhttputils\src\main\java\com\zhy\http\okhttp\https\HttpsUtils.java	58	6	java.security.KeyManagementException	Checked	Java	false	false
hongyangAndroid okhttputils	D:\Desenvolvimento\Projetos Github\running\hongyangAndroid okhttputils\okhttputils\src\main\java\com\zhy\http\okhttp\https\HttpsUtils.java	61	7	java.security.KeyStoreException	Checked	Java	false	false
hongyangAndroid okhttputils	D:\Desenvolvimento\Projetos Github\running\hongyangAndroid okhttputils\okhttputils\src\main\java\com\zhy\http\okhttp\https\HttpsUtils.java	129	8	java.security.NoSuchAlgorithmException	Checked	Java	true	false
hongyangAndroid okhttputils	D:\Desenvolvimento\Projetos Github\running\hongyangAndroid okhttputils\okhttputils\src\main\java\com\zhy\http\okhttp\https\HttpsUtils.java	132	9	java.security.cert.CertificateException	Checked	Java	true	false
hongyangAndroid okhttputils	D:\Desenvolvimento\Projetos Github\running\hongyangAndroid okhttputils\okhttputils\src\main\java\com\zhy\http\okhttp\https\HttpsUtils.java	135	10	java.security.KeyStoreException	Checked	Java	true	false
hongyangAndroid okhttputils	D:\Desenvolvimento\Projetos Github\running\hongyangAndroid okhttputils\okhttputils\src\main\java\com\zhy\http\okhttp\https\HttpsUtils.java	138	11	java.lang.Exception	Checked	Java	true	false
hongyangAndroid okhttputils	D:\Desenvolvimento\Projetos Github\running\hongyangAndroid okhttputils\okhttputils\src\main\java\com\zhy\http\okhttp\https\HttpsUtils.java	115	12	java.io.IOException	Checked	Java	false	true
hongyangAndroid okhttputils	D:\Desenvolvimento\Projetos Github\running\hongyangAndroid okhttputils\okhttputils\src\main\java\com\zhy\http\okhttp\https\HttpsUtils.java	158	13	java.security.KeyStoreException	Checked	Java	true	false
hongyangAndroid okhttputils	D:\Desenvolvimento\Projetos Github\running\hongyangAndroid okhttputils\okhttputils\src\main\java\com\zhy\http\okhttp\https\HttpsUtils.java	161	14	java.security.NoSuchAlgorithmException	Checked	Java	true	false
hongyangAndroid okhttputils	D:\Desenvolvimento\Projetos Github\running\hongyangAndroid okhttputils\okhttputils\src\main\java\com\zhy\http\okhttp\https\HttpsUtils.java	164	15	java.security.UnrecoverableKeyException	Checked	Java	true	false
hongyangAndroid okhttputils	D:\Desenvolvimento\Projetos Github\running\hongyangAndroid okhttputils\okhttputils\src\main\java\com\zhy\http\okhttp\https\HttpsUtils.java	167	16	java.security.cert.CertificateException	Checked	Java	true	false
hongyangAndroid okhttputils	D:\Desenvolvimento\Projetos Github\running\hongyangAndroid okhttputils\okhttputils\src\main\java\com\zhy\http\okhttp\https\HttpsUtils.java	170	17	java.io.IOException	Checked	Java	true	false
hongyangAndroid okhttputils	D:\Desenvolvimento\Projetos Github\running\hongyangAndroid okhttputils\okhttputils\src\main\java\com\zhy\http\okhttp\https\HttpsUtils.java	173	18	java.lang.Exception	Checked	Java	true	false
hongyangAndroid okhttputils	D:\Desenvolvimento\Projetos Github\running\hongyangAndroid okhttputils\okhttputils\src\main\java\com\zhy\http\okhttp\https\HttpsUtils.java	219	19	java.security.cert.CertificateException	Checked	Java	false	false
hongyangAndroid okhttputils	D:\Desenvolvimento\Projetos Github\running\hongyangAndroid okhttputils\okhttputils\src\main\java\com\zhy\http\okhttp\cookie\store\PersistentCookieStore.java	214	20	java.io.IOException	Checked	Java	false	false
hongyangAndroid okhttputils	D:\Desenvolvimento\Projetos Github\running\hongyangAndroid okhttputils\okhttputils\src\main\java\com\zhy\http\okhttp\cookie\store\PersistentCookieStore.java	232	21	java.io.IOException	Checked	Java	false	false
hongyangAndroid okhttputils	D:\Desenvolvimento\Projetos Github\running\hongyangAndroid okhttputils\okhttputils\src\main\java\com\zhy\http\okhttp\cookie\store\PersistentCookieStore.java	235	22	java.lang.ClassNotFoundException	Checked	Java	false	false
hongyangAndroid okhttputils	D:\Desenvolvimento\Projetos Github\running\hongyangAndroid okhttputils\okhttputils\src\main\java\com\zhy\http\okhttp\callback\FileCallBack.java	86	23	java.io.IOException	Checked	Java	false	true
hongyangAndroid okhttputils	D:\Desenvolvimento\Projetos Github\running\hongyangAndroid okhttputils\okhttputils\src\main\java\com\zhy\http\okhttp\callback\FileCallBack.java	92	24	java.io.IOException	Checked	Java	false	true
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock-samples\fragments\src\com\actionbarsherlock\sample\fragments\FragmentRetainInstanceSupport.java	126	1	java.lang.InterruptedException	Checked	Java	false	true
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock-samples\fragments\src\com\actionbarsherlock\sample\fragments\FragmentRetainInstanceSupport.java	143	2	java.lang.InterruptedException	Checked	Java	false	true
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock-samples\fragments\src\com\actionbarsherlock\sample\fragments\LoaderThrottleSupport.java	448	3	java.lang.InterruptedException	Checked	Java	false	true
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock-samples\demos\src\com\actionbarsherlock\sample\demos\ShareActionProviders.java	114	4	java.io.FileNotFoundException	Checked	Java	false	true
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock-samples\demos\src\com\actionbarsherlock\sample\demos\ShareActionProviders.java	119	5	java.io.IOException	Checked	Java	false	true
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock-samples\demos\src\com\actionbarsherlock\sample\demos\ShareActionProviders.java	124	6	java.io.IOException	Checked	Java	false	true
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock-samples\demos\src\com\actionbarsherlock\sample\demos\ShareActionProviders.java	111	7	java.io.IOException	Checked	Java	false	true
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\ActionBarSherlock.java	232	8	java.lang.NoSuchMethodException	Checked	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\ActionBarSherlock.java	234	9	java.lang.IllegalArgumentException	Unchecked	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\ActionBarSherlock.java	236	10	java.lang.InstantiationException	Checked	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\ActionBarSherlock.java	238	11	java.lang.IllegalAccessException	Checked	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\ActionBarSherlock.java	240	12	java.lang.reflect.InvocationTargetException	Checked	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\widget\ActivityChooserModel.java	936	13	java.io.FileNotFoundException	Checked	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\widget\ActivityChooserModel.java	1025	14	org.xmlpull.v1.XmlPullParserException	Checked	Library	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\widget\ActivityChooserModel.java	1027	15	java.io.IOException	Checked	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\widget\ActivityChooserModel.java	1033	16	java.io.IOException	Checked	Java	false	true
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\widget\ActivityChooserModel.java	1056	17	java.io.FileNotFoundException	Checked	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\widget\ActivityChooserModel.java	1087	18	java.lang.IllegalArgumentException	Unchecked	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\widget\ActivityChooserModel.java	1089	19	java.lang.IllegalStateException	Unchecked	Java	false	false
JakeWharton ActionBarSherlock	D:\Desenvolvimento\Projetos Github\running\JakeWharton ActionBarSherlock\actionbarsherlock\src\com\actionbarsherlock\widget\ActivityChooserModel.java	1091	20	java.io.IOException	Checked	Java	false	false
